N,P,K,temperature,humidity,ph,rainfall,label,NP_ratio,NK_ratio,PK_ratio,temp_humidity_interaction,rainfall_ph_interaction,rainfall_log
79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,maize,1.51923076923077,4.64705882352941,3,1735.60987055484,635.334194041369,4.57948104886454
94,39,18,23.89114571,57.48775781,5.893093135,102.8301942,maize,2.35,4.94736842105263,2.05263157894737,1373.4483983799,605.987911510737,4.64275681667863
75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,maize,1.5,4.6875,3.0625,1540.00061095983,606.534999104952,4.63942950502406
78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,maize,1.59183673469388,3.39130434782609,2.08695652173913,1457.06929406915,393.635129053699,4.26878425090279
87,54,20,25.61707368,63.4711755,6.576418207,108.8303762,maize,1.58181818181818,4.14285714285714,2.57142857142857,1625.94577933971,715.71406751634,4.69893714108802
87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,maize,2.41666666666667,3.34615384615385,1.34615384615385,1354.5294206349,407.069114237717,4.20304218174983
63,43,19,18.51816776,55.53128131,6.641906353,90.988051,maize,1.43181818181818,3.15,2.15,1028.33758322633,604.334113983988,4.52165868817906
84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,maize,1.44827586206897,3.23076923076923,2.19230769230769,1532.21981982915,417.950397255104,4.1806546715616
64,35,23,23.02038334,61.89472002,5.680361038,63.03843397,maize,1.77777777777778,2.66666666666667,1.45833333333333,1424.84018158237,358.081064219724,4.15948343389447
60,46,22,24.89364635,65.61418761,6.625404348,87.9298085,maize,1.27659574468085,2.60869565217391,2,1633.37638190589,582.570535554707,4.48784739003017
98,44,21,25.77175115,74.089114,6.524478032,107.4931917,maize,2.17777777777778,4.45454545454545,2,1909.40620893198,701.336967836215,4.68668742170294
75,56,18,19.39851734,62.35750641,5.696205468,60.95197486,maize,1.31578947368421,3.94736842105263,2.94736842105263,1209.64316937355,347.194972482931,4.12635948585599
86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,maize,1.53571428571429,3.90909090909091,2.5,1284.74398163709,746.741952058892,4.70728930047661
98,35,18,23.79746068,74.82913698,6.252797548,91.76337172,maize,2.72222222222222,5.15789473684211,1.84210526315789,1780.74344499988,573.777785687029,4.53005186058399
76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,maize,1.31034482758621,4,3,1414.52397492245,574.315534126351,4.55663617107464
99,56,17,24.10859207,73.13112261,6.234330356,71.07562236,maize,1.73684210526316,5.5,3.11111111111111,1763.08840262564,443.10891005054,4.27771587838139
60,44,23,24.7947077,70.04556743,5.722579819,76.72860067,maize,1.33333333333333,2.5,1.83333333333333,1736.75937010749,439.085541734252,4.35322328063572
74,48,17,21.63162756,60.27766379,6.430616465,69.21803098,maize,1.51020408163265,4.11111111111111,2.66666666666667,1303.90397329218,445.114609694868,4.251605129618
89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,maize,1.45901639344262,4.94444444444445,3.33333333333333,1451.73812769048,608.570563737522,4.63181630972027
69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,maize,1.32692307692308,2.875,2.125,1618.63911832713,725.199650050627,4.67861872940933
96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,maize,2.04255319148936,4.17391304347826,2,1420.26314594727,430.906159962253,4.20906964666343
61,60,15,24.87502824,68.74248334,6.265564338,91.26056654,maize,1,3.8125,3.75,1709.97121437023,571.7989511787,4.52461681880018
74,58,18,20.03728219,56.35606753,6.727303282,109.024141,maize,1.25423728813559,3.89473684210526,3.05263157894737,1129.22242821731,733.438461566531,4.70069980535016
74,43,23,25.95263264,61.89082199,6.325235159,99.57981207,maize,1.68181818181818,3.08333333333333,1.79166666666667,1606.2297668941,629.865728431777,4.61095156227916
63,43,17,19.28889933,65.47050802,6.807487794,71.3195307,maize,1.43181818181818,3.5,2.38888888888889,1262.85403828174,485.506834714058,4.28109422684826
99,36,20,20.57981887,65.34583901,6.671085817,78.34604471,maize,2.67567567567568,4.71428571428571,1.71428571428571,1344.80553073398,522.653187682929,4.3738185996053
77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,maize,2.08108108108108,3.20833333333333,1.5,1402.14056476729,588.103814117644,4.49372026279776
87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,maize,1.42622950819672,3.625,2.5,1295.71548577703,402.464658329228,4.15109532042623
60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,maize,1.53846153846154,3.33333333333333,2.11111111111111,1183.18043204172,494.734979247752,4.34915633172495
94,54,17,23.39128187,61.74427165,5.871647806,107.3198135,maize,1.70909090909091,5.22222222222222,3,1444.277662023,630.144147477604,4.68508808741211
95,38,22,19.84939404,61.24500053,5.730617109,100.7689246,maize,2.43589743589744,4.1304347826087,1.65217391304348,1215.67614849998,577.468123368291,4.62270479818329
84,44,21,21.869274,61.91044947,5.850439831,107.2681929,maize,1.86666666666667,3.81818181818182,2,1353.93658292259,627.566108341551,4.68461141650281
77,58,19,22.8056033,56.50768935,5.791649933,101.5952794,maize,1.30508474576271,3.85,2.9,1288.69194671574,588.404293130126,4.6307919219316
66,44,20,19.0781471,69.02298571,6.740000688,80.72515943,maize,1.46666666666667,3.14285714285714,2.0952380952381,1316.83067465658,544.08763009711,4.40336190341902
63,35,16,22.02720976,65.35549924,6.272417541,83.73280082,maize,1.75,3.70588235294118,2.05882352941176,1439.599290729,525.207088620427,4.43950278548842
79,45,20,23.80546189,59.24537979,5.715208817,89.9622014,maize,1.71739130434783,3.76190476190476,2.14285714285714,1410.36363074942,514.15276663801,4.51044405099639
72,60,25,18.52510753,69.0276233,5.773454729,88.10234397,maize,1.18032786885246,2.76923076923077,2.30769230769231,1278.74414417283,508.654894429581,4.48978564131368
67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,maize,1.28846153846154,2.68,2.04,1441.20878729383,361.730980002114,4.18628413214023
86,36,24,26.54986394,72.89187265,5.787268394,73.33636055,maize,2.32432432432432,3.44,1.44,1935.26930118931,424.417201542003,4.30860020685067
76,48,18,19.29563411,69.63481219,5.77597783,83.21030571,maize,1.55102040816327,4,2.52631578947368,1343.64785733681,480.620881008483,4.43331730936425
75,53,18,20.68899915,59.4375337,6.864793607,103.651438,maize,1.38888888888889,3.94736842105263,2.78947368421053,1229.7030841974,711.545728938757,4.65063518983917
81,45,23,19.32666088,68.034493,6.192360003,84.22969177,maize,1.76086956521739,3.375,1.875,1314.87957435373,521.580574381566,4.44534986807806
73,45,21,24.60532218,73.58868502,6.636803223,96.59195302,maize,1.58695652173913,3.31818181818182,2.04545454545455,1810.67330371964,641.061785119001,4.5807950414544
71,35,24,22.27373646,59.52193158,5.826426917,67.96704792,maize,1.97222222222222,2.84,1.4,1325.77581760307,396.005037470117,4.23362882414931
96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,maize,1.74545454545455,4.17391304347826,2.34782608695652,1576.41740616922,579.151318148446,4.43327939606498
99,39,18,19.20129357,68.30578978,6.11275104,87.85092352,maize,2.475,5.21052631578947,2.05263157894737,1311.55952209649,537.01082411184,4.48695994869408
62,48,20,21.70181447,60.47470519,6.708446922,95.71388473,maize,1.26530612244898,2.95238095238095,2.28571428571429,1312.41083216133,642.091515409631,4.57175697777747
86,37,16,20.51716779,59.21235483,5.561510732,67.61013737,maize,2.26315789473684,5.05882352941176,2.17647058823529,1214.86981928813,376.014504575249,4.22844029888707
94,50,19,23.30355338,73.62548442,5.873242491,97.59081274,maize,1.84313725490196,4.7,2.5,1715.73540630983,573.174508115792,4.59097808018823
76,39,24,24.2547451,55.64709899,6.995843776,64.23845455,maize,1.9,3.04,1.56,1349.70620155692,449.402192443476,4.17804908878431
77,52,17,24.86374934,65.7420046,5.714799723,75.82270467,maize,1.45283018867925,4.27777777777778,2.88888888888889,1634.59272348353,433.311571645227,4.34150023018655
74,39,23,22.6265115,65.77472881,6.78073637,88.17251033,maize,1.85,3.08333333333333,1.625,1488.25265782885,597.874547628832,4.49057281193175
