"N","P","K","temperature","humidity","ph","rainfall","label"
0.628571428571429,0.35,0.195,0.485217868483805,0.812196765991207,0.41127824476851,0.764942516223982,"rice"
0.657142857142857,0.321428571428571,0.175,0.383176865317663,0.770768497408892,0.443621605497784,0.646228684654573,"rice"
0.678571428571429,0.357142857142857,0.185,0.515631512271668,0.791962311761312,0.380370065114159,0.622011304200968,"rice"
0.707142857142857,0.371428571428571,0.15,0.514546928424797,0.780638189638088,0.38188001752597,0.905657192773853,"rice"
0.678571428571429,0.242857142857143,0.155,0.431498086830556,0.80367924784962,0.31983485081946,0.952179601250139,"rice"
0.428571428571429,0.271428571428571,0.195,0.349894857651253,0.801342782767344,0.608287237770784,0.999431395531245,"rice"
0.45,0.278571428571429,0.18,0.440384323117061,0.810401408400806,0.323251684985657,0.850813962064063,"rice"
0.442857142857143,0.264285714285714,0.155,0.400451540173389,0.791018631058417,0.454915077831885,0.820937666188928,"rice"
0.457142857142857,0.285714285714286,0.19,0.482186912939775,0.808064435758418,0.315710575503869,0.681479123084416,"rice"
0.592857142857143,0.392857142857143,0.155,0.481247118370019,0.768596643951872,0.528624382123033,0.648910999670136,"rice"
0.585714285714286,0.25,0.175,0.43056179184863,0.823056510156507,0.430261417830797,1,"rice"
0.607142857142857,0.335714285714286,0.2,0.501806927139444,0.794515891135539,0.578435060236494,0.881355630546199,"rice"
0.65,0.214285714285714,0.165,0.46116761396986,0.773038445402657,0.408926362173595,0.58727763097416,"rice"
0.542857142857143,0.314285714285714,0.185,0.462932234360755,0.819160656158316,0.264623839200441,0.634975618943462,"rice"
0.528571428571429,0.242857142857143,0.165,0.413645205803893,0.820471665032648,0.665174788990452,0.764630707139839,"rice"
0.564285714285714,0.271428571428571,0.17,0.368455528307811,0.775181893924621,0.553318732362032,0.684762811879615,"rice"
0.628571428571429,0.357142857142857,0.2,0.453654412101532,0.771729233111479,0.657137344355905,0.838907761267319,"rice"
0.428571428571429,0.221428571428571,0.19,0.419099570252408,0.802636286475476,0.277038513644536,0.717421923634595,"rice"
0.542857142857143,0.392857142857143,0.17,0.32194542183281,0.770960788966652,0.507203123693265,0.67673981052804,"rice"
0.664285714285714,0.364285714285714,0.185,0.431324073010831,0.792868040942853,0.603080279468762,0.628289154459059,"rice"
0.464285714285714,0.392857142857143,0.19,0.377227769451925,0.789058739767411,0.334883956129254,0.744218750706796,"rice"
0.678571428571429,0.335714285714286,0.155,0.499385508202293,0.811655444556505,0.31702964791519,0.95670273112786,"rice"
0.535714285714286,0.235714285714286,0.17,0.419545753066445,0.822822303419034,0.421495297083599,0.947453453109565,"rice"
0.528571428571429,0.35,0.165,0.482925325971796,0.807385367571779,0.562259779205997,0.708347064515444,"rice"
0.65,0.221428571428571,0.2,0.448145235315596,0.795534697967705,0.380368046713391,0.890123768441279,"rice"
0.507142857142857,0.292857142857143,0.175,0.328682314919174,0.791675982998064,0.580366518924437,0.617003829229005,"rice"
0.707142857142857,0.357142857142857,0.15,0.370106852268709,0.76969198550636,0.466063418146545,0.926001137429596,"rice"
0.514285714285714,0.25,0.165,0.332535321807899,0.792661522070334,0.635695672381545,0.808122120518035,"rice"
0.592857142857143,0.378571428571429,0.2,0.485787651081414,0.807946010470306,0.368657648110942,0.809959920458451,"rice"
0.707142857142857,0.321428571428571,0.15,0.370106852268709,0.76969198550636,0.466063418146545,0.926001137429596,"rice"
0.664285714285714,0.378571428571429,0.165,0.33829557996027,0.810922829186219,0.533043160290182,0.931686637836116,"rice"
0.5,0.221428571428571,0.185,0.373470928631288,0.77540654940965,0.535190738707771,0.654475721420677,"rice"
0.542857142857143,0.3,0.185,0.323043913069262,0.805296523932278,0.347481356104105,0.874535497824992,"rice"
0.707142857142857,0.257142857142857,0.155,0.44856320306144,0.79896466684257,0.502912857113926,0.583262206445265,"rice"
0.707142857142857,0.35,0.16,0.353453785818812,0.770812324542237,0.325032241973375,0.641144472882736,"rice"
0.542857142857143,0.321428571428571,0.185,0.323043913069262,0.805296523932278,0.347481356104105,0.874535497824992,"rice"
0.614285714285714,0.385714285714286,0.15,0.486703568338733,0.791532478337688,0.535257063055326,0.802233506285127,"rice"
0.492857142857143,0.292857142857143,0.18,0.425126275704983,0.77024013211392,0.234418044196447,0.872642595447478,"rice"
0.65,0.364285714285714,0.16,0.419119590442869,0.773540261605791,0.444567565353469,0.895612281865478,"rice"
0.435714285714286,0.335714285714286,0.18,0.463446331158713,0.812303418474406,0.52496131472655,0.663156744531566,"rice"
0.478571428571429,0.285714285714286,0.165,0.398918454705556,0.79222595838519,0.590273524727038,0.864656843755813,"rice"
0.564285714285714,0.264285714285714,0.16,0.460471057684041,0.800036357915583,0.479471871391473,0.989399387496366,"rice"
0.557142857142857,0.271428571428571,0.185,0.358627078500632,0.801937568678244,0.587680470066258,0.618319371937231,"rice"
0.535714285714286,0.35,0.155,0.501264589448195,0.820205401050403,0.547278206889321,0.85245627242371,"rice"
0.692857142857143,0.221428571428571,0.2,0.38459378289146,0.788586846513526,0.53408249594682,0.926419892886956,"rice"
0.478571428571429,0.3,0.195,0.513777403609336,0.787738054471249,0.678614725492855,0.934773654361988,"rice"
0.521428571428571,0.214285714285714,0.165,0.460936032848565,0.789993009668879,0.233355473059756,0.5954214483449,"rice"
0.55,0.221428571428571,0.16,0.518188470222499,0.783939455919963,0.409213230279232,0.62642755093548,"rice"
0.578571428571429,0.257142857142857,0.165,0.397499530521584,0.8104012508017,0.625056956877897,0.649192723844644,"rice"
0.485714285714286,0.371428571428571,0.19,0.495354203970792,0.771334582201071,0.342468902028624,0.584493461756588,"rice"
0.514285714285714,0.285714285714286,0.15,0.47644725977288,0.801279890691593,0.35048762027706,0.629232657907956,"rice"
0.435714285714286,0.342857142857143,0.19,0.504380180440657,0.779226855925517,0.442411243228104,0.729860823237115,"rice"
0.478571428571429,0.271428571428571,0.17,0.494064123213224,0.824870127545692,0.388038163868855,0.598322607806895,"rice"
0.478571428571429,0.378571428571429,0.17,0.472227642938352,0.77324687342912,0.303069541900141,0.718179375659194,"rice"
0.471428571428571,0.392857142857143,0.165,0.380492396228578,0.807387378331069,0.445983372486939,0.759928514909266,"rice"
0.585714285714286,0.271428571428571,0.165,0.414937514406648,0.783623080554578,0.248950512000549,0.797940409691155,"rice"
0.6,0.321428571428571,0.195,0.478058306335838,0.783309504527283,0.37798820758052,0.583597410632349,"rice"
0.578571428571429,0.342857142857143,0.185,0.426116401957522,0.778985829147949,0.260183930885668,0.766995193287093,"rice"
0.65,0.321428571428571,0.175,0.344308720349295,0.815130903929379,0.459950799112032,0.754495500187499,"rice"
0.664285714285714,0.342857142857143,0.165,0.519494129540484,0.789232899262154,0.554312958728734,0.971687545326124,"rice"
0.642857142857143,0.278571428571429,0.165,0.430688623786786,0.812210862420551,0.617134248039862,0.793932088478835,"rice"
0.578571428571429,0.285714285714286,0.15,0.507981225900971,0.768335131390212,0.412672627990657,0.713870702927581,"rice"
0.557142857142857,0.25,0.165,0.506132003634273,0.811890718558393,0.629068192886226,0.819167679713514,"rice"
0.428571428571429,0.328571428571429,0.155,0.398019383447113,0.79969413268045,0.392447345807002,0.850677876357239,"rice"
0.628571428571429,0.292857142857143,0.185,0.397635239407025,0.807308048353534,0.482127216397502,0.625308509128889,"rice"
0.664285714285714,0.3,0.16,0.364644331106219,0.791868448836404,0.465852761426421,0.990532607195194,"rice"
0.428571428571429,0.357142857142857,0.2,0.361063086036081,0.805741814083677,0.3780505699282,0.96054079620298,"rice"
0.557142857142857,0.214285714285714,0.195,0.508404547476736,0.821422597044251,0.554854671275516,0.587072654377368,"rice"
0.464285714285714,0.228571428571429,0.175,0.417028846687412,0.808842510946798,0.284366105437024,0.604286303003844,"rice"
0.507142857142857,0.35,0.055,0.395638354964445,0.576650182974429,0.349151469448882,0.242674870374782,"maize"
0.435714285714286,0.278571428571429,0.06,0.495684348303233,0.668620678923839,0.532943061825939,0.294791866469562,"maize"
0.571428571428571,0.271428571428571,0.055,0.422761061938914,0.668839338176982,0.490364928718862,0.167087764849711,"maize"
0.521428571428571,0.378571428571429,0.08,0.319843412021485,0.506564934036398,0.48073804736438,0.145286920839233,"maize"
0.435714285714286,0.235714285714286,0.075,0.276995357063742,0.565035362941445,0.383448888765297,0.162483467975979,"maize"
0.485714285714286,0.257142857142857,0.055,0.371629440407781,0.508031003750157,0.412743176688199,0.294144926128402,"maize"
0.664285714285714,0.257142857142857,0.06,0.481954941859488,0.609470098936146,0.395493083019101,0.306285450149377,"maize"
0.635714285714286,0.392857142857143,0.07,0.469622231650255,0.611641436200682,0.37461670462104,0.207851151581063,"maize"
0.542857142857143,0.278571428571429,0.06,0.332603074815371,0.563392989988472,0.365562422212648,0.161907322753957,"maize"
0.478571428571429,0.392857142857143,0.1,0.4618660290889,0.612761124309087,0.349204424982164,0.319760474743859,"maize"
0.5,0.278571428571429,0.07,0.415818997051153,0.690544386649836,0.365121496429808,0.266161907017094,"maize"
0.642857142857143,0.314285714285714,0.08,0.459528725080967,0.631101218612986,0.461526405144646,0.193438851585688,"maize"
0.442857142857143,0.335714285714286,0.055,0.385930052125131,0.520066779745912,0.538432851276548,0.156849717055754,"maize"
0.657142857142857,0.278571428571429,0.055,0.288433059163406,0.600884461117945,0.400946462410883,0.267831632255585,"maize"
0.471428571428571,0.35,0.08,0.469569509424161,0.535931788946235,0.375453523875624,0.186501536666686,"maize"
0.45,0.378571428571429,0.085,0.270543125719748,0.478561930246421,0.41988386369866,0.156322952529929,"maize"
0.5,0.3,0.06,0.453007729246467,0.655106060104202,0.481479278803792,0.30160479276617,"maize"
0.435714285714286,0.257142857142857,0.06,0.468191438250886,0.594978174110225,0.391449059156329,0.202886746555315,"maize"
0.471428571428571,0.342857142857143,0.07,0.409408327186399,0.534949208094353,0.393260465842331,0.16269526464765,"maize"
0.528571428571429,0.357142857142857,0.07,0.264697581613403,0.567352468880762,0.432965666172802,0.230016640496627,"maize"
0.55,0.371428571428571,0.08,0.462168359503015,0.694629587167262,0.473662708236536,0.213866591198721,"maize"
0.707142857142857,0.321428571428571,0.05,0.26747415763894,0.663017617146723,0.321683555231411,0.243817317487338,"maize"
0.528571428571429,0.364285714285714,0.085,0.271391590114633,0.611282584551437,0.516994090502001,0.218303274231063,"maize"
0.592857142857143,0.285714285714286,0.08,0.287168497620665,0.519024608000453,0.343912008191887,0.213911507533021,"maize"
0.714285714285714,0.307142857142857,0.055,0.48474523646444,0.617842940981216,0.318047041025282,0.195092023675137,"maize"
0.564285714285714,0.328571428571429,0.055,0.473813154504479,0.632733232253551,0.479211523196449,0.273945930266217,"maize"
0.671428571428571,0.242857142857143,0.065,0.43229697306165,0.504290520773498,0.371417593677079,0.296817920106713,"maize"
0.535714285714286,0.314285714285714,0.05,0.364709692709544,0.667854153031943,0.375331954690703,0.295578822837359,"maize"
0.557142857142857,0.307142857142857,0.085,0.409301254318261,0.569813002022418,0.324072877068932,0.180433540913092,"maize"
0.621428571428571,0.35,0.075,0.481821706731564,0.574089283349174,0.477683396157979,0.318374258490555,"maize"
0.621428571428571,0.214285714285714,0.1,0.362113637567787,0.570484447008451,0.415733016997717,0.164104304383068,"maize"
0.45,0.271428571428571,0.07,0.278121766092806,0.481467504600547,0.487867641801576,0.254273669614126,"maize"
0.6,0.371428571428571,0.1,0.393385993436674,0.626833063964069,0.464095022677886,0.158784176457839,"maize"
0.457142857142857,0.214285714285714,0.09,0.407310835045686,0.555699351798258,0.338335027373775,0.153861481717579,"maize"
0.428571428571429,0.292857142857143,0.085,0.461063282005539,0.599088305849756,0.485301368623956,0.243286584524065,"maize"
0.7,0.278571428571429,0.08,0.486260107777053,0.697951431506282,0.469606033562138,0.313570270617583,"maize"
0.535714285714286,0.364285714285714,0.065,0.303383004825683,0.561097924826654,0.340799039214984,0.14636563932493,"maize"
0.614285714285714,0.357142857142857,0.08,0.364876725144235,0.529400034129597,0.513064630749599,0.321683639146882,"maize"
0.7,0.214285714285714,0.065,0.429608722891159,0.706584071070772,0.42735623791779,0.257059097755526,"maize"
0.542857142857143,0.371428571428571,0.065,0.291381667075811,0.703047963338813,0.402463043400732,0.266037477977793,"maize"
0.707142857142857,0.364285714285714,0.06,0.438536499422934,0.686776110469961,0.424484352986501,0.182735997955508,"maize"
0.428571428571429,0.278571428571429,0.09,0.458224281551244,0.650781977253603,0.344900588666001,0.203044967471246,"maize"
0.528571428571429,0.307142857142857,0.06,0.3674611070544,0.536835797602814,0.455009357473294,0.176062388993948,"maize"
0.635714285714286,0.392857142857143,0.06,0.474889499284005,0.50105335626592,0.38554741610974,0.292759115481229,"maize"
0.492857142857143,0.328571428571429,0.09,0.384269075890093,0.683550700219363,0.512708043140727,0.310437956616982,"maize"
0.685714285714286,0.292857142857143,0.085,0.337375227098763,0.638600056025024,0.465789502547388,0.165557127665637,"maize"
0.435714285714286,0.392857142857143,0.05,0.460529043639156,0.635581023262699,0.42934163731267,0.255252712782332,"maize"
0.528571428571429,0.378571428571429,0.065,0.321712077431159,0.491088938457936,0.501147958244566,0.319070380640796,"maize"
0.528571428571429,0.271428571428571,0.09,0.491450421494529,0.555653879848182,0.438621214395507,0.285140551475049,"maize"
0.45,0.271428571428571,0.06,0.300237564897112,0.597412230718625,0.513617677070015,0.183612266493976,"maize"
0.707142857142857,0.221428571428571,0.075,0.337279925597592,0.595957920977876,0.492405422259194,0.208855819715922,"maize"
0.55,0.221428571428571,0.09,0.455913441095916,0.495500747083925,0.488928079613532,0.245168431996917,"maize"
0.621428571428571,0.392857142857143,0.09,0.328480794212852,0.579241213192463,0.456324300863981,0.151939738373059,"maize"
0.428571428571429,0.235714285714286,0.06,0.275285655180118,0.583008937950446,0.461830157276127,0.201911582871432,"maize"
0.671428571428571,0.35,0.06,0.417953603015205,0.553944316365067,0.368082570290652,0.312947389653708,"maize"
0.678571428571429,0.235714285714286,0.085,0.316320710728595,0.548120135575547,0.346150490223281,0.28941257390256,"maize"
0.6,0.278571428571429,0.08,0.374280265705965,0.555882841603395,0.364784458491865,0.312761936758917,"maize"
0.55,0.378571428571429,0.07,0.401147817548141,0.492857662615897,0.355641876220656,0.292381347798737,"maize"
0.471428571428571,0.278571428571429,0.075,0.294190123611894,0.638853186320656,0.503122567538598,0.217403060775994,"maize"
0.45,0.214285714285714,0.055,0.378812161930438,0.596070611105013,0.430407398172619,0.228208355605399,"maize"
0.564285714285714,0.285714285714286,0.075,0.429838314045121,0.524793826014053,0.34375430342825,0.250588187888983,"maize"
0.514285714285714,0.392857142857143,0.1,0.278320899699164,0.638907285509465,0.352812288907688,0.243906437884269,"maize"
0.478571428571429,0.328571428571429,0.095,0.421158697200272,0.548998072487101,0.323376315906793,0.160110763041402,"maize"
0.614285714285714,0.221428571428571,0.095,0.508587707398666,0.683985171909514,0.354960490776136,0.190857957826211,"maize"
0.542857142857143,0.307142857142857,0.065,0.300430816406806,0.645990366679367,0.353204663435555,0.226331232312295,"maize"
0.535714285714286,0.342857142857143,0.065,0.340412805058956,0.52703537187245,0.522529465111747,0.299768332152286,"maize"
0.578571428571429,0.285714285714286,0.09,0.301321115740032,0.627322056196081,0.41795742543078,0.229993493032575,"maize"
0.521428571428571,0.285714285714286,0.08,0.452789948484066,0.692113743855061,0.487074039712562,0.274406326959022,"maize"
0.507142857142857,0.214285714285714,0.095,0.385886135683828,0.528019904106905,0.361050142745706,0.171568089628727,"maize"
0.685714285714286,0.35,0.085,0.48425768098133,0.549164231873235,0.537390995379301,0.226319762424779,"maize"
0.707142857142857,0.242857142857143,0.065,0.297723756669095,0.630486832669301,0.405577211847943,0.243003181233585,"maize"
0.442857142857143,0.307142857142857,0.075,0.369475089147097,0.539134357825204,0.498215552703813,0.271251766450131,"maize"
0.614285714285714,0.228571428571429,0.055,0.335482180787226,0.524408577739315,0.319852282250397,0.170285847758636,"maize"
0.671428571428571,0.321428571428571,0.07,0.415436273104552,0.692543022357182,0.368330564236979,0.277994844461043,"maize"
0.542857142857143,0.242857142857143,0.095,0.44273029546287,0.482818560329432,0.542909445218847,0.158172692559193,"maize"
0.55,0.335714285714286,0.06,0.460205400631858,0.600579337932149,0.343690684070522,0.199790432739371,"maize"
0.528571428571429,0.242857142857143,0.09,0.39600885818736,0.600961077847797,0.509457487936977,0.24415851853771,"maize"
0.578571428571429,0.314285714285714,0.075,0.264454187518037,0.540770283796515,0.312416777941474,0.301854647579627,"maize"
0.45,0.264285714285714,0.08,0.414254709985926,0.677445364023501,0.356695316111649,0.168461209431784,"maize"
0.707142857142857,0.235714285714286,0.08,0.403377554280767,0.668882625787109,0.442856871251798,0.170708467108374,"maize"
0.642857142857143,0.335714285714286,0.1,0.492087180911918,0.642829577428547,0.515965726429662,0.2982306329667,"maize"
0.485714285714286,0.25,0.07,0.496937032883047,0.605988506030018,0.489970175311532,0.312646770843927,"maize"
0.428571428571429,0.371428571428571,0.095,0.282224925792192,0.55171624108908,0.406905757944171,0.196951448493829,"maize"
0.507142857142857,0.335714285714286,0.065,0.467210462978625,0.486670797520842,0.355505066935811,0.20819022407944,"maize"
0.435714285714286,0.385714285714286,0.06,0.416437505584292,0.524798798376688,0.461824932667743,0.304643065422619,"maize"
0.628571428571429,0.235714285714286,0.05,0.466479403213061,0.602678565497982,0.458819448080507,0.151898025249406,"maize"
0.464285714285714,0.392857142857143,0.085,0.474665570713368,0.679653505053942,0.482436781908867,0.315076364139991,"maize"
0.557142857142857,0.228571428571429,0.085,0.473933497743095,0.572302667551409,0.439448422802885,0.195113264467041,"maize"
0.557142857142857,0.378571428571429,0.05,0.464382874635478,0.624779881117826,0.47025191465444,0.153412983259667,"maize"
0.657142857142857,0.392857142857143,0.09,0.282405848112785,0.667940642045135,0.344758655545074,0.178630754445873,"maize"
0.564285714285714,0.385714285714286,0.06,0.331546116076659,0.577207721485521,0.488225186280771,0.317206893868912,"maize"
0.65,0.357142857142857,0.05,0.26592183189863,0.680699843785106,0.446617050488996,0.211067255832629,"maize"
0.542857142857143,0.328571428571429,0.065,0.497683637062509,0.673143304335697,0.426460931072714,0.214256270336925,"maize"
0.621428571428571,0.307142857142857,0.1,0.28201845671,0.549680917102961,0.490172910053572,0.263730654077026,"maize"
0.507142857142857,0.392857142857143,0.085,0.494953124691764,0.526264783283229,0.419892268699533,0.23548024887811,"maize"
0.642857142857143,0.371428571428571,0.095,0.289896616578644,0.682923491937707,0.412747789975724,0.22321041277269,"maize"
0.478571428571429,0.214285714285714,0.085,0.415491198785462,0.571468130587464,0.448021816834966,0.318122502106462,"maize"
0.428571428571429,0.35,0.07,0.284724364648305,0.562745986512442,0.453019419903576,0.179712430982232,"maize"
0.592857142857143,0.378571428571429,0.09,0.313242909029278,0.529661214928223,0.447324760986576,0.162735884898098,"maize"
0.592857142857143,0.371428571428571,0.07,0.48507482670504,0.658969024883653,0.524562857004072,0.282115215857858,"maize"
0.285714285714286,0.478571428571429,0.36,0.235275539839002,0.0318531232506835,0.619134405600466,0.245519117296998,"chickpea"
0.164285714285714,0.478571428571429,0.395,0.2925392016617,0.0335210319250738,0.531153858948005,0.214535513021031,"chickpea"
0.278571428571429,0.378571428571429,0.4,0.26003263275837,0.0133901772352087,0.387565873173789,0.173660001522515,"chickpea"
0.157142857142857,0.478571428571429,0.4,0.288161666643731,0.016332124086626,0.448875484969499,0.24537274845087,"chickpea"
0.257142857142857,0.442857142857143,0.36,0.273856547585808,0.0618937606527693,0.567319886138944,0.212152157889768,"chickpea"
0.228571428571429,0.485714285714286,0.38,0.333577379751564,0.013357792426933,0.386331219492072,0.260365615098424,"chickpea"
0.414285714285714,0.464285714285714,0.395,0.339417710918249,0.0274155791921967,0.423974064446813,0.19562446305825,"chickpea"
0.421428571428571,0.464285714285714,0.395,0.244167509871326,0.0523918454783292,0.629213532981807,0.224200961251588,"chickpea"
0.3,0.407142857142857,0.35,0.268393015801119,0.0541999722126295,0.545199645834627,0.22144409008105,"chickpea"
0.2,0.492857142857143,0.38,0.263618244278821,0.0472638823646112,0.816293432852508,0.221931653151583,"chickpea"
0.414285714285714,0.435714285714286,0.37,0.349157081064443,0.0592211488080838,0.810756790035792,0.263487826775988,"chickpea"
0.307142857142857,0.435714285714286,0.37,0.305214359280431,0.0112844891558878,0.695430782907647,0.195346176189122,"chickpea"
0.414285714285714,0.414285714285714,0.38,0.315289177947408,0.00512825008174332,0.468209764436137,0.211080015648233,"chickpea"
0.164285714285714,0.407142857142857,0.4,0.291208772630644,0.0613374531878451,0.775289651256202,0.217351740535229,"chickpea"
0.192857142857143,0.407142857142857,0.36,0.268916631156594,0.00528050983327318,0.477682984826595,0.179525025286127,"chickpea"
0.2,0.478571428571429,0.395,0.284189622118605,0.0574394829754481,0.462966415825416,0.184548397503577,"chickpea"
0.357142857142857,0.364285714285714,0.355,0.349193980826409,0.0653504420512623,0.693875255445031,0.191472221689638,"chickpea"
0.278571428571429,0.471428571428571,0.395,0.328721491020124,0.024932532592376,0.720968761374129,0.223863432786894,"chickpea"
0.178571428571429,0.521428571428571,0.355,0.248344240685992,0.01747356110505,0.579162541233195,0.167985383575181,"chickpea"
0.221428571428571,0.464285714285714,0.36,0.346128404441907,0.000759395553042232,0.464640200672138,0.252384789311788,"chickpea"
0.185714285714286,0.535714285714286,0.39,0.236997231742095,0.0220197535910088,0.625759856275658,0.183578286939187,"chickpea"
0.178571428571429,0.45,0.36,0.323322523130153,0.00997104595279418,0.652639699577516,0.235451957149945,"chickpea"
0.221428571428571,0.521428571428571,0.355,0.250975388980583,0.00864677915569067,0.779931491866913,0.248246900149049,"chickpea"
0.428571428571429,0.45,0.39,0.29540978793347,0.0487229551913124,0.484601019947315,0.234663208283275,"chickpea"
0.421428571428571,0.407142857142857,0.39,0.279800146722745,0.0578840460245292,0.715303526258454,0.189467773746204,"chickpea"
0.157142857142857,0.442857142857143,0.365,0.239323750901834,0.00194269700683321,0.419781720085446,0.187230547869636,"chickpea"
0.257142857142857,0.428571428571429,0.375,0.271494269272633,0.0282439104142658,0.395988338446416,0.19638374027451,"chickpea"
0.421428571428571,0.392857142857143,0.395,0.292815825198604,0.0514351204455314,0.651009286476098,0.267644909946532,"chickpea"
0.385714285714286,0.514285714285714,0.4,0.238629268658392,0.0327587169973152,0.672508746855354,0.228256015116112,"chickpea"
0.307142857142857,0.45,0.38,0.248277323550884,0.0428643899163253,0.506481491533369,0.210919983551836,"chickpea"
0.2,0.507142857142857,0.385,0.336883937019424,0,0.489814500767637,0.228303813265803,"chickpea"
0.3,0.528571428571429,0.4,0.240981959260175,0.0182289190413063,0.408187157999182,0.202496047905084,"chickpea"
0.228571428571429,0.392857142857143,0.39,0.311787633723217,0.0604757649658241,0.82803122783577,0.257049558502895,"chickpea"
0.157142857142857,0.521428571428571,0.355,0.258906424017294,0.0563867586224518,0.795745159425525,0.201593933849384,"chickpea"
0.221428571428571,0.528571428571429,0.35,0.286789166805098,0.0215743901811058,0.730927278929078,0.249758267305603,"chickpea"
0.2,0.378571428571429,0.38,0.248188814624582,0.0266566287895548,0.416101763686709,0.262760471768133,"chickpea"
0.407142857142857,0.378571428571429,0.36,0.284099601850134,0.038799288359426,0.695802328205179,0.219115321200093,"chickpea"
0.35,0.357142857142857,0.365,0.282071092565485,0.0223938516414645,0.67778102411461,0.220932924613743,"chickpea"
0.328571428571429,0.507142857142857,0.36,0.27001576515106,0.0633119730822312,0.53855497330951,0.228265810917315,"chickpea"
0.385714285714286,0.4,0.36,0.286552613778398,0.0111770830899889,0.420169158170166,0.205970583042901,"chickpea"
